攻击,挑战者,怨恨,死里逃生,攻击守势,火场怪力,龙气活性,伏魔耗命,业铠修罗红,因祸得福,狂龙病,连击,对应属性攻击强化,钢龙的恩惠,炎鳞的恩惠,风雷合一,看破,弱点特效,精神抖擞,超会心,会心击属性
7,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,224,
7,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,224,
7,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,224,
7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,224,
7,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,221,
7,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,221,
7,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,221,
7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,221,
7,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,219,
7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,219,
攻击,挑战者,怨恨,死里逃生,攻击守势,火场怪力,龙气活性,伏魔耗命,业铠修罗红,因祸得福,狂龙病,连击,对应属性攻击强化,钢龙的恩惠,炎鳞的恩惠,风雷合一,看破,弱点特效,精神抖擞,超会心,会心击属性
7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,219,
7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,219,
攻击,挑战者,怨恨,死里逃生,攻击守势,火场怪力,龙气活性,伏魔耗命,业铠修罗红,因祸得福,狂龙病,连击,对应属性攻击强化,钢龙的恩惠,炎鳞的恩惠,风雷合一,看破,弱点特效,精神抖擞,超会心,会心击属性
